"kicker","kick_distance","roof","result","field"
"A.Vinatieri",26,"closed","made","dome"
"A.Vinatieri",50,"outdoors","made","stadium"
"A.Vinatieri",50,"outdoors","made","stadium"
"A.Vinatieri",43,"outdoors","made","stadium"
"A.Vinatieri",41,"closed","made","dome"
"A.Vinatieri",27,"open","made","stadium"
"A.Vinatieri",50,"dome","made","dome"
"A.Vinatieri",30,"open","made","stadium"
"A.Vinatieri",41,"outdoors","made","stadium"
"A.Vinatieri",48,"closed","missed","dome"
"A.Vinatieri",49,"closed","made","dome"
"A.Vinatieri",24,"closed","made","dome"
"A.Vinatieri",33,"outdoors","made","stadium"
"A.Vinatieri",31,"closed","made","dome"
"A.Vinatieri",52,"outdoors","missed","stadium"
"A.Vinatieri",55,"closed","missed","dome"
"A.Vinatieri",54,"open","made","stadium"
"A.Vinatieri",41,"outdoors","made","stadium"
"A.Vinatieri",34,"outdoors","missed","stadium"
"A.Vinatieri",20,"outdoors","made","stadium"
"A.Vinatieri",27,"closed","made","dome"
"A.Vinatieri",35,"closed","made","dome"
"A.Vinatieri",27,"closed","made","dome"
"A.Vinatieri",22,"outdoors","made","stadium"
"A.Vinatieri",45,"closed","made","dome"
"A.Vinatieri",36,"outdoors","made","stadium"
"A.Vinatieri",28,"outdoors","made","stadium"
"A.Vinatieri",49,"closed","made","dome"
"A.Vinatieri",43,"outdoors","missed","stadium"
"A.Vinatieri",29,"closed","made","dome"
"A.Vinatieri",51,"open","made","stadium"
"A.Vinatieri",29,"closed","made","dome"
"A.Vinatieri",52,"closed","made","dome"
"A.Vinatieri",23,"closed","made","dome"
"A.Vinatieri",30,"open","made","stadium"
"A.Vinatieri",48,"outdoors","made","stadium"
"A.Vinatieri",46,"outdoors","made","stadium"
"A.Vinatieri",31,"outdoors","made","stadium"
"A.Vinatieri",22,"closed","made","dome"
"A.Vinatieri",46,"outdoors","made","stadium"
"A.Vinatieri",47,"outdoors","made","stadium"
"A.Vinatieri",52,"closed","missed","dome"
"A.Vinatieri",29,"outdoors","missed","stadium"
"A.Vinatieri",26,"open","made","stadium"
"A.Vinatieri",43,"outdoors","made","stadium"
"A.Vinatieri",38,"outdoors","made","stadium"
"A.Vinatieri",32,"closed","made","dome"
"A.Vinatieri",38,"outdoors","missed","stadium"
"A.Vinatieri",19,"closed","made","dome"
"A.Vinatieri",35,"outdoors","made","stadium"
"A.Vinatieri",38,"outdoors","missed","stadium"
"A.Vinatieri",53,"outdoors","made","stadium"
"A.Vinatieri",20,"outdoors","made","stadium"
"A.Vinatieri",42,"outdoors","made","stadium"
"A.Vinatieri",20,"outdoors","made","stadium"
"A.Vinatieri",21,"outdoors","made","stadium"
"A.Vinatieri",24,"outdoors","made","stadium"
"A.Vinatieri",38,"closed","made","dome"
"A.Vinatieri",37,"outdoors","missed","stadium"
"A.Vinatieri",37,"open","made","stadium"
"B.Cundiff",49,"outdoors","made","stadium"
"B.Cundiff",45,"dome","made","dome"
"B.Cundiff",60,"dome","missed","dome"
"B.Cundiff",36,"outdoors","made","stadium"
"B.Cundiff",47,"outdoors","made","stadium"
"B.Cundiff",39,"outdoors","made","stadium"
"B.Cundiff",36,"outdoors","missed","stadium"
"B.Cundiff",21,"dome","made","dome"
"B.Cundiff",49,"outdoors","made","stadium"
"B.Cundiff",25,"outdoors","made","stadium"
"B.Cundiff",33,"outdoors","made","stadium"
"B.Cundiff",25,"outdoors","made","stadium"
"B.Cundiff",29,"outdoors","made","stadium"
"B.Cundiff",21,"outdoors","made","stadium"
"B.Cundiff",52,"outdoors","made","stadium"
"B.Cundiff",24,"outdoors","made","stadium"
"B.Cundiff",35,"outdoors","made","stadium"
"B.Cundiff",30,"outdoors","made","stadium"
"B.Cundiff",39,"outdoors","made","stadium"
"B.Cundiff",33,"outdoors","made","stadium"
"B.Cundiff",51,"outdoors","made","stadium"
"B.Cundiff",40,"outdoors","made","stadium"
"B.Cundiff",41,"outdoors","made","stadium"
"B.Cundiff",31,"outdoors","missed","stadium"
"B.Cundiff",26,"outdoors","made","stadium"
"B.Cundiff",42,"outdoors","made","stadium"
"B.McManus",55,"outdoors","missed","stadium"
"B.McManus",41,"outdoors","made","stadium"
"B.McManus",54,"outdoors","made","stadium"
"B.McManus",51,"outdoors","missed","stadium"
"B.McManus",45,"outdoors","made","stadium"
"B.McManus",23,"outdoors","made","stadium"
"B.McManus",28,"outdoors","made","stadium"
"B.McManus",29,"outdoors","made","stadium"
"B.McManus",24,"outdoors","made","stadium"
"B.McManus",31,"outdoors","made","stadium"
"B.McManus",29,"outdoors","made","stadium"
"B.McManus",47,"outdoors","made","stadium"
"B.McManus",43,"outdoors","made","stadium"
"B.McManus",33,"outdoors","made","stadium"
"B.McManus",29,"outdoors","made","stadium"
"B.McManus",41,"outdoors","missed","stadium"
"B.McManus",49,"outdoors","made","stadium"
"B.McManus",48,"dome","made","dome"
"B.McManus",39,"outdoors","made","stadium"
"B.McManus",49,"outdoors","made","stadium"
"B.McManus",35,"outdoors","made","stadium"
"B.McManus",39,"outdoors","made","stadium"
"B.McManus",53,"outdoors","made","stadium"
"B.McManus",20,"outdoors","made","stadium"
"B.McManus",43,"outdoors","made","stadium"
"B.McManus",47,"outdoors","made","stadium"
"B.McManus",52,"outdoors","missed","stadium"
"B.McManus",28,"outdoors","made","stadium"
"B.McManus",47,"dome","made","dome"
"B.McManus",31,"outdoors","made","stadium"
"B.McManus",42,"dome","missed","dome"
"B.McManus",33,"outdoors","made","stadium"
"B.McManus",42,"outdoors","made","stadium"
"B.McManus",33,"outdoors","made","stadium"
"B.McManus",38,"outdoors","made","stadium"
"B.McManus",26,"outdoors","made","stadium"
"B.McManus",31,"outdoors","made","stadium"
"B.McManus",35,"outdoors","made","stadium"
"B.McManus",63,"outdoors","missed","stadium"
"B.McManus",50,"dome","made","dome"
"B.McManus",28,"dome","made","dome"
"B.McManus",28,"outdoors","made","stadium"
"B.McManus",52,"dome","made","dome"
"B.McManus",28,"outdoors","made","stadium"
"B.McManus",57,"outdoors","missed","stadium"
"B.McManus",53,"outdoors","made","stadium"
"B.McManus",29,"outdoors","made","stadium"
"B.Walsh",56,"outdoors","missed","stadium"
"B.Walsh",23,"dome","made","dome"
"B.Walsh",50,"dome","made","dome"
"B.Walsh",26,"dome","missed","dome"
"B.Walsh",33,"outdoors","made","stadium"
"B.Walsh",43,"open","made","stadium"
"B.Walsh",46,"dome","made","dome"
"B.Walsh",39,"outdoors","made","stadium"
"B.Walsh",27,"outdoors","made","stadium"
"B.Walsh",28,"outdoors","made","stadium"
"B.Walsh",21,"dome","made","dome"
"B.Walsh",25,"dome","made","dome"
"B.Walsh",45,"outdoors","made","stadium"
"B.Walsh",48,"outdoors","made","stadium"
"B.Walsh",43,"outdoors","made","stadium"
"B.Walsh",33,"outdoors","made","stadium"
"B.Walsh",55,"outdoors","made","stadium"
"B.Walsh",56,"outdoors","missed","stadium"
"B.Walsh",37,"outdoors","made","stadium"
"B.Walsh",40,"outdoors","made","stadium"
"B.Walsh",46,"outdoors","made","stadium"
"B.Walsh",51,"dome","missed","dome"
"B.Walsh",46,"outdoors","made","stadium"
"B.Walsh",42,"dome","made","dome"
"B.Walsh",46,"dome","missed","dome"
"B.Walsh",49,"outdoors","made","stadium"
"B.Walsh",53,"outdoors","missed","stadium"
"B.Walsh",38,"outdoors","missed","stadium"
"B.Walsh",26,"outdoors","made","stadium"
"B.Walsh",30,"dome","made","dome"
"B.Walsh",30,"outdoors","made","stadium"
"B.Walsh",36,"dome","made","dome"
"B.Walsh",37,"dome","made","dome"
"B.Walsh",40,"outdoors","made","stadium"
"B.Walsh",44,"outdoors","missed","stadium"
"B.Walsh",46,"outdoors","made","stadium"
"B.Walsh",40,"outdoors","made","stadium"
"C.Barth",37,"outdoors","made","stadium"
"C.Barth",28,"outdoors","made","stadium"
"C.Barth",30,"outdoors","made","stadium"
"C.Barth",45,"outdoors","made","stadium"
"C.Barth",45,"outdoors","made","stadium"
"C.Barth",36,"dome","made","dome"
"C.Barth",31,"outdoors","made","stadium"
"C.Barth",40,"outdoors","missed","stadium"
"C.Barth",35,"outdoors","missed","stadium"
"C.Barth",40,"outdoors","made","stadium"
"C.Barth",33,"outdoors","made","stadium"
"C.Barth",24,"outdoors","made","stadium"
"C.Barth",39,"outdoors","made","stadium"
"C.Barth",42,"outdoors","made","stadium"
"C.Barth",38,"outdoors","made","stadium"
"C.Barth",46,"outdoors","missed","stadium"
"C.Barth",20,"outdoors","made","stadium"
"C.Barth",49,"outdoors","made","stadium"
"C.Barth",49,"open","made","stadium"
"C.Barth",50,"outdoors","missed","stadium"
"C.Barth",30,"outdoors","made","stadium"
"C.Barth",49,"outdoors","missed","stadium"
"C.Barth",28,"outdoors","made","stadium"
"C.Barth",51,"outdoors","made","stadium"
"C.Barth",50,"outdoors","made","stadium"
"C.Barth",52,"outdoors","made","stadium"
"C.Barth",21,"outdoors","made","stadium"
"C.Barth",40,"dome","made","dome"
"C.Barth",40,"outdoors","made","stadium"
"C.Barth",24,"dome","made","dome"
"C.Barth",46,"outdoors","made","stadium"
"C.Barth",47,"outdoors","made","stadium"
"C.Barth",31,"outdoors","made","stadium"
"C.Barth",23,"outdoors","made","stadium"
"C.Boswell",38,"outdoors","made","stadium"
"C.Boswell",21,"outdoors","made","stadium"
"C.Boswell",30,"closed","made","dome"
"C.Boswell",34,"outdoors","made","stadium"
"C.Boswell",36,"closed","made","dome"
"C.Boswell",46,"outdoors","made","stadium"
"C.Boswell",52,"outdoors","made","stadium"
"C.Boswell",36,"outdoors","made","stadium"
"C.Boswell",42,"outdoors","made","stadium"
"C.Boswell",30,"outdoors","made","stadium"
"C.Boswell",44,"outdoors","missed","stadium"
"C.Boswell",38,"outdoors","made","stadium"
"C.Boswell",21,"outdoors","made","stadium"
"C.Boswell",52,"outdoors","made","stadium"
"C.Boswell",49,"outdoors","made","stadium"
"C.Boswell",37,"closed","made","dome"
"C.Boswell",42,"outdoors","missed","stadium"
"C.Boswell",27,"outdoors","made","stadium"
"C.Boswell",45,"outdoors","made","stadium"
"C.Boswell",48,"outdoors","made","stadium"
"C.Boswell",37,"outdoors","made","stadium"
"C.Boswell",29,"outdoors","made","stadium"
"C.Boswell",54,"outdoors","made","stadium"
"C.Boswell",19,"outdoors","made","stadium"
"C.Boswell",45,"outdoors","missed","stadium"
"C.Boswell",25,"outdoors","made","stadium"
"C.Boswell",49,"outdoors","made","stadium"
"C.Boswell",45,"outdoors","made","stadium"
"C.Boswell",37,"outdoors","made","stadium"
"C.Boswell",26,"outdoors","made","stadium"
"C.Boswell",48,"outdoors","missed","stadium"
"C.Boswell",30,"dome","made","dome"
"C.Boswell",40,"outdoors","made","stadium"
"C.Boswell",29,"outdoors","made","stadium"
"C.Boswell",26,"outdoors","made","stadium"
"C.Boswell",20,"outdoors","made","stadium"
"C.Boswell",37,"outdoors","made","stadium"
"C.Boswell",48,"outdoors","made","stadium"
"C.Boswell",49,"outdoors","made","stadium"
"C.Boswell",36,"dome","made","dome"
"C.Boswell",49,"outdoors","made","stadium"
"C.Catanzaro",28,"outdoors","made","stadium"
"C.Catanzaro",24,"closed","missed","dome"
"C.Catanzaro",36,"closed","missed","dome"
"C.Catanzaro",25,"outdoors","made","stadium"
"C.Catanzaro",24,"closed","made","dome"
"C.Catanzaro",42,"closed","made","dome"
"C.Catanzaro",45,"outdoors","missed","stadium"
"C.Catanzaro",45,"outdoors","made","stadium"
"C.Catanzaro",44,"closed","made","dome"
"C.Catanzaro",33,"dome","made","dome"
"C.Catanzaro",34,"outdoors","made","stadium"
"C.Catanzaro",21,"closed","made","dome"
"C.Catanzaro",19,"outdoors","made","stadium"
"C.Catanzaro",23,"outdoors","made","stadium"
"C.Catanzaro",46,"outdoors","missed","stadium"
"C.Catanzaro",38,"outdoors","made","stadium"
"C.Catanzaro",43,"closed","made","dome"
"C.Catanzaro",60,"outdoors","made","stadium"
"C.Catanzaro",55,"closed","missed","dome"
"C.Catanzaro",33,"outdoors","made","stadium"
"C.Catanzaro",42,"outdoors","made","stadium"
"C.Catanzaro",53,"closed","missed","dome"
"C.Catanzaro",19,"closed","made","dome"
"C.Catanzaro",21,"closed","made","dome"
"C.Catanzaro",47,"outdoors","missed","stadium"
"C.Catanzaro",48,"outdoors","made","stadium"
"C.Catanzaro",23,"dome","made","dome"
"C.Catanzaro",53,"outdoors","missed","stadium"
"C.Parkey",37,"outdoors","made","stadium"
"C.Parkey",47,"outdoors","made","stadium"
"C.Parkey",41,"outdoors","made","stadium"
"C.Parkey",42,"outdoors","made","stadium"
"C.Parkey",41,"outdoors","made","stadium"
"C.Parkey",28,"outdoors","made","stadium"
"C.Parkey",53,"outdoors","missed","stadium"
"C.Parkey",38,"outdoors","missed","stadium"
"C.Parkey",37,"closed","made","dome"
"C.Parkey",50,"outdoors","made","stadium"
"C.Parkey",45,"outdoors","made","stadium"
"C.Parkey",51,"outdoors","made","stadium"
"C.Parkey",38,"closed","missed","dome"
"C.Parkey",46,"outdoors","made","stadium"
"C.Parkey",32,"outdoors","made","stadium"
"C.Parkey",42,"dome","made","dome"
"C.Parkey",50,"outdoors","missed","stadium"
"C.Parkey",39,"outdoors","made","stadium"
"C.Parkey",54,"closed","made","dome"
"C.Parkey",32,"outdoors","made","stadium"
"C.Parkey",45,"outdoors","made","stadium"
"C.Parkey",46,"outdoors","made","stadium"
"C.Parkey",20,"closed","made","dome"
"C.Parkey",46,"outdoors","made","stadium"
"C.Parkey",27,"outdoors","made","stadium"
"C.Parkey",40,"outdoors","missed","stadium"
"C.Parkey",22,"closed","made","dome"
"C.Parkey",45,"outdoors","made","stadium"
"C.Santos",20,"outdoors","made","stadium"
"C.Santos",27,"outdoors","made","stadium"
"C.Santos",38,"outdoors","made","stadium"
"C.Santos",33,"outdoors","made","stadium"
"C.Santos",49,"outdoors","made","stadium"
"C.Santos",35,"closed","made","dome"
"C.Santos",22,"outdoors","made","stadium"
"C.Santos",41,"outdoors","made","stadium"
"C.Santos",24,"outdoors","made","stadium"
"C.Santos",38,"outdoors","missed","stadium"
"C.Santos",24,"outdoors","made","stadium"
"C.Santos",39,"outdoors","made","stadium"
"C.Santos",30,"outdoors","made","stadium"
"C.Santos",19,"outdoors","made","stadium"
"C.Santos",45,"outdoors","made","stadium"
"C.Santos",36,"outdoors","made","stadium"
"C.Santos",51,"outdoors","made","stadium"
"C.Santos",42,"dome","made","dome"
"C.Santos",46,"outdoors","missed","stadium"
"C.Santos",51,"closed","missed","dome"
"C.Santos",37,"outdoors","missed","stadium"
"C.Santos",23,"outdoors","made","stadium"
"C.Santos",44,"outdoors","made","stadium"
"C.Santos",34,"outdoors","made","stadium"
"C.Santos",48,"outdoors","made","stadium"
"C.Santos",28,"outdoors","made","stadium"
"C.Santos",43,"dome","made","dome"
"C.Santos",22,"outdoors","made","stadium"
"C.Santos",38,"outdoors","made","stadium"
"C.Santos",34,"outdoors","made","stadium"
"C.Santos",39,"outdoors","made","stadium"
"C.Santos",38,"outdoors","made","stadium"
"C.Santos",53,"dome","missed","dome"
"C.Santos",44,"outdoors","made","stadium"
"C.Santos",52,"closed","missed","dome"
"C.Santos",53,"outdoors","made","stadium"
"C.Santos",40,"outdoors","missed","stadium"
"C.Santos",47,"outdoors","made","stadium"
"C.Santos",40,"outdoors","made","stadium"
"C.Sturgis",44,"outdoors","made","stadium"
"C.Sturgis",24,"outdoors","made","stadium"
"C.Sturgis",30,"outdoors","made","stadium"
"C.Sturgis",22,"outdoors","made","stadium"
"C.Sturgis",26,"outdoors","made","stadium"
"C.Sturgis",36,"outdoors","made","stadium"
"C.Sturgis",30,"outdoors","made","stadium"
"C.Sturgis",29,"outdoors","made","stadium"
"C.Sturgis",42,"outdoors","missed","stadium"
"C.Sturgis",24,"outdoors","made","stadium"
"C.Sturgis",54,"open","made","stadium"
"C.Sturgis",34,"closed","made","dome"
"C.Sturgis",22,"outdoors","made","stadium"
"C.Sturgis",32,"outdoors","made","stadium"
"C.Sturgis",29,"outdoors","made","stadium"
"C.Sturgis",45,"outdoors","missed","stadium"
"C.Sturgis",38,"outdoors","made","stadium"
"C.Sturgis",40,"outdoors","made","stadium"
"C.Sturgis",46,"outdoors","missed","stadium"
"C.Sturgis",30,"outdoors","made","stadium"
"C.Sturgis",22,"outdoors","made","stadium"
"C.Sturgis",45,"outdoors","made","stadium"
"C.Sturgis",41,"outdoors","made","stadium"
"C.Sturgis",30,"outdoors","made","stadium"
"C.Sturgis",37,"outdoors","missed","stadium"
"C.Sturgis",43,"outdoors","made","stadium"
"C.Sturgis",48,"outdoors","made","stadium"
"C.Sturgis",38,"outdoors","made","stadium"
"C.Sturgis",53,"closed","made","dome"
"C.Sturgis",35,"outdoors","made","stadium"
"D.Akers",31,"dome","made","dome"
"D.Akers",19,"outdoors","made","stadium"
"D.Akers",30,"outdoors","missed","stadium"
"D.Akers",41,"dome","made","dome"
"D.Akers",48,"outdoors","made","stadium"
"D.Akers",37,"outdoors","made","stadium"
"D.Akers",30,"outdoors","made","stadium"
"D.Akers",35,"outdoors","made","stadium"
"D.Akers",21,"outdoors","missed","stadium"
"D.Akers",27,"closed","made","dome"
"D.Akers",63,"outdoors","made","stadium"
"D.Akers",40,"outdoors","missed","stadium"
"D.Akers",29,"outdoors","made","stadium"
"D.Akers",44,"outdoors","made","stadium"
"D.Akers",42,"outdoors","made","stadium"
"D.Akers",27,"outdoors","made","stadium"
"D.Akers",22,"outdoors","made","stadium"
"D.Akers",28,"outdoors","made","stadium"
"D.Akers",38,"outdoors","made","stadium"
"D.Akers",37,"outdoors","made","stadium"
"D.Akers",30,"outdoors","made","stadium"
"D.Akers",34,"outdoors","made","stadium"
"D.Akers",51,"dome","missed","dome"
"D.Akers",42,"dome","made","dome"
"D.Akers",33,"outdoors","made","stadium"
"D.Akers",29,"dome","made","dome"
"D.Akers",43,"dome","missed","dome"
"D.Akers",40,"outdoors","made","stadium"
"D.Akers",46,"outdoors","made","stadium"
"D.Akers",28,"outdoors","made","stadium"
"D.Akers",33,"outdoors","made","stadium"
"D.Bailey",20,"outdoors","made","stadium"
"D.Bailey",51,"closed","made","dome"
"D.Bailey",54,"outdoors","missed","stadium"
"D.Bailey",36,"closed","made","dome"
"D.Bailey",23,"dome","made","dome"
"D.Bailey",34,"outdoors","made","stadium"
"D.Bailey",43,"closed","made","dome"
"D.Bailey",31,"outdoors","made","stadium"
"D.Bailey",51,"open","made","stadium"
"D.Bailey",26,"closed","made","dome"
"D.Bailey",43,"closed","made","dome"
"D.Bailey",34,"outdoors","made","stadium"
"D.Bailey",35,"outdoors","made","stadium"
"D.Bailey",28,"outdoors","made","stadium"
"D.Bailey",53,"outdoors","missed","stadium"
"D.Bailey",23,"outdoors","made","stadium"
"D.Bailey",40,"outdoors","made","stadium"
"D.Bailey",42,"outdoors","missed","stadium"
"D.Bailey",48,"outdoors","missed","stadium"
"D.Bailey",37,"outdoors","made","stadium"
"D.Bailey",43,"outdoors","made","stadium"
"D.Bailey",38,"outdoors","made","stadium"
"D.Bailey",53,"outdoors","made","stadium"
"D.Bailey",32,"outdoors","made","stadium"
"D.Bailey",21,"outdoors","missed","stadium"
"D.Bailey",56,"closed","made","dome"
"D.Bailey",19,"closed","made","dome"
"D.Bailey",38,"closed","made","dome"
"D.Bailey",52,"closed","missed","dome"
"D.Bailey",23,"closed","made","dome"
"D.Bailey",24,"dome","made","dome"
"D.Bailey",45,"outdoors","made","stadium"
"D.Bailey",23,"closed","made","dome"
"D.Bailey",22,"outdoors","made","stadium"
"D.Bailey",32,"closed","made","dome"
"D.Bailey",38,"outdoors","made","stadium"
"D.Bailey",51,"closed","made","dome"
"D.Bailey",51,"outdoors","missed","stadium"
"D.Bailey",21,"closed","made","dome"
"D.Bailey",24,"closed","made","dome"
"D.Bailey",44,"outdoors","made","stadium"
"D.Bailey",38,"outdoors","made","stadium"
"D.Bailey",56,"outdoors","missed","stadium"
"D.Bailey",45,"closed","made","dome"
"D.Bailey",24,"dome","made","dome"
"D.Bailey",50,"closed","made","dome"
"D.Bailey",36,"outdoors","made","stadium"
"D.Bailey",33,"closed","made","dome"
"D.Bailey",50,"closed","made","dome"
"D.Bailey",47,"closed","missed","dome"
"D.Bailey",44,"closed","made","dome"
"D.Bailey",44,"outdoors","made","stadium"
"D.Bailey",20,"closed","made","dome"
"D.Bailey",55,"closed","missed","dome"
"D.Bailey",50,"closed","made","dome"
"D.Bailey",23,"outdoors","made","stadium"
"D.Bailey",37,"dome","made","dome"
"D.Bailey",35,"outdoors","made","stadium"
"D.Carlson",26,"outdoors","made","stadium"
"D.Carlson",34,"outdoors","made","stadium"
"D.Carlson",44,"outdoors","made","stadium"
"D.Carlson",41,"outdoors","made","stadium"
"D.Carlson",50,"outdoors","made","stadium"
"D.Carlson",46,"closed","made","dome"
"D.Carlson",20,"outdoors","made","stadium"
"D.Carlson",24,"outdoors","made","stadium"
"D.Carlson",44,"outdoors","made","stadium"
"D.Carlson",23,"dome","made","dome"
"D.Carlson",40,"outdoors","made","stadium"
"D.Carlson",38,"dome","made","dome"
"D.Carlson",44,"closed","made","dome"
"D.Carlson",44,NA,"made","dome"
"D.Carlson",26,"dome","made","dome"
"D.Carlson",29,"outdoors","made","stadium"
"D.Carlson",23,"dome","made","dome"
"D.Carlson",53,"outdoors","missed","stadium"
"D.Carlson",22,"dome","made","dome"
"D.Carlson",30,"outdoors","made","stadium"
"D.Carlson",54,"dome","made","dome"
"D.Carlson",33,"outdoors","made","stadium"
"D.Carlson",31,"dome","made","dome"
"D.Carlson",50,"outdoors","made","stadium"
"D.Carlson",30,"outdoors","made","stadium"
"D.Carpenter",37,"dome","made","dome"
"D.Carpenter",53,"outdoors","missed","stadium"
"D.Carpenter",54,"outdoors","missed","stadium"
"D.Carpenter",25,"outdoors","made","stadium"
"D.Carpenter",45,"dome","made","dome"
"D.Carpenter",21,"outdoors","made","stadium"
"D.Carpenter",60,"outdoors","made","stadium"
"D.Carpenter",20,"outdoors","made","stadium"
"D.Carpenter",22,"outdoors","made","stadium"
"D.Carpenter",42,"outdoors","made","stadium"
"D.Carpenter",26,"outdoors","made","stadium"
"D.Carpenter",47,"outdoors","missed","stadium"
"D.Carpenter",31,"outdoors","made","stadium"
"D.Carpenter",54,"outdoors","made","stadium"
"D.Carpenter",44,"outdoors","made","stadium"
"D.Carpenter",49,"outdoors","missed","stadium"
"D.Carpenter",33,"outdoors","made","stadium"
"D.Carpenter",36,"outdoors","made","stadium"
"D.Carpenter",20,"outdoors","made","stadium"
"D.Carpenter",28,"outdoors","made","stadium"
"D.Carpenter",44,"outdoors","made","stadium"
"D.Carpenter",26,"outdoors","made","stadium"
"D.Carpenter",29,"dome","made","dome"
"D.Carpenter",21,"outdoors","made","stadium"
"D.Carpenter",34,"outdoors","made","stadium"
"D.Carpenter",23,"outdoors","made","stadium"
"D.Carpenter",53,"outdoors","missed","stadium"
"D.Carpenter",29,"outdoors","made","stadium"
"D.Carpenter",49,"outdoors","missed","stadium"
"D.Carpenter",40,"outdoors","made","stadium"
"D.Carpenter",53,"outdoors","missed","stadium"
"D.Carpenter",39,"closed","made","dome"
"D.Carpenter",46,"outdoors","made","stadium"
"D.Carpenter",52,"outdoors","made","stadium"
"D.Carpenter",27,"outdoors","made","stadium"
"D.Carpenter",58,"outdoors","made","stadium"
"D.Carpenter",29,"outdoors","made","stadium"
"D.Carpenter",32,"outdoors","made","stadium"
"D.Carpenter",38,"outdoors","made","stadium"
"D.Carpenter",43,"outdoors","made","stadium"
"D.Carpenter",43,"outdoors","made","stadium"
"D.Carpenter",45,"outdoors","made","stadium"
"D.Carpenter",42,"outdoors","made","stadium"
"D.Carpenter",21,"outdoors","made","stadium"
"D.Carpenter",21,"outdoors","made","stadium"
"D.Hopkins",33,"outdoors","made","stadium"
"D.Hopkins",43,"outdoors","made","stadium"
"D.Hopkins",32,"outdoors","made","stadium"
"D.Hopkins",54,"outdoors","missed","stadium"
"D.Hopkins",48,"outdoors","made","stadium"
"D.Hopkins",47,"outdoors","missed","stadium"
"D.Hopkins",33,"closed","made","dome"
"D.Hopkins",40,"outdoors","made","stadium"
"D.Hopkins",55,"outdoors","missed","stadium"
"D.Hopkins",49,"outdoors","made","stadium"
"D.Hopkins",43,"dome","made","dome"
"D.Hopkins",28,"outdoors","made","stadium"
"D.Hopkins",44,"outdoors","made","stadium"
"D.Hopkins",49,"outdoors","missed","stadium"
"D.Hopkins",25,"outdoors","made","stadium"
"D.Hopkins",46,"outdoors","made","stadium"
"D.Hopkins",26,"outdoors","made","stadium"
"D.Hopkins",33,"outdoors","made","stadium"
"D.Hopkins",50,"outdoors","made","stadium"
"D.Hopkins",27,"outdoors","made","stadium"
"D.Hopkins",28,"dome","made","dome"
"D.Hopkins",47,"outdoors","made","stadium"
"D.Hopkins",28,"outdoors","made","stadium"
"D.Hopkins",30,"outdoors","made","stadium"
"D.Hopkins",45,"outdoors","made","stadium"
"D.Hopkins",38,"outdoors","missed","stadium"
"D.Hopkins",33,"outdoors","made","stadium"
"D.Hopkins",36,"outdoors","made","stadium"
"D.Hopkins",39,"outdoors","missed","stadium"
"D.Hopkins",25,"outdoors","made","stadium"
"D.Hopkins",30,"dome","made","dome"
"D.Hopkins",27,"outdoors","made","stadium"
"D.Hopkins",37,"outdoors","made","stadium"
"D.Hopkins",56,"outdoors","made","stadium"
"D.Hopkins",38,"dome","made","dome"
"D.Hopkins",48,"outdoors","made","stadium"
"D.Hopkins",52,"outdoors","missed","stadium"
"D.Hopkins",49,"outdoors","made","stadium"
"D.Hopkins",22,"outdoors","made","stadium"
"D.Hopkins",36,"outdoors","made","stadium"
"D.Hopkins",53,"outdoors","made","stadium"
"D.Hopkins",34,"outdoors","missed","stadium"
"G.Gano",47,"outdoors","made","stadium"
"G.Gano",21,"dome","made","dome"
"G.Gano",25,"outdoors","made","stadium"
"G.Gano",31,"outdoors","made","stadium"
"G.Gano",26,"outdoors","made","stadium"
"G.Gano",52,"outdoors","made","stadium"
"G.Gano",36,"outdoors","made","stadium"
"G.Gano",20,"outdoors","made","stadium"
"G.Gano",48,"dome","made","dome"
"G.Gano",43,"outdoors","missed","stadium"
"G.Gano",51,"outdoors","missed","stadium"
"G.Gano",55,"outdoors","made","stadium"
"G.Gano",37,"dome","made","dome"
"G.Gano",58,"outdoors","missed","stadium"
"G.Gano",42,"outdoors","made","stadium"
"G.Gano",31,"dome","made","dome"
"G.Gano",25,"outdoors","made","stadium"
"G.Gano",25,"outdoors","made","stadium"
"G.Gano",51,"outdoors","missed","stadium"
"G.Gano",30,"outdoors","made","stadium"
"G.Gano",49,"dome","missed","dome"
"G.Gano",38,"dome","made","dome"
"G.Gano",27,"closed","made","dome"
"G.Gano",40,"outdoors","made","stadium"
"G.Gano",39,"outdoors","made","stadium"
"G.Gano",42,"outdoors","made","stadium"
"G.Gano",44,"outdoors","made","stadium"
"G.Gano",27,"outdoors","made","stadium"
"G.Gano",37,"outdoors","made","stadium"
"G.Gano",35,"outdoors","missed","stadium"
"G.Gano",45,"outdoors","made","stadium"
"G.Gano",50,"outdoors","missed","stadium"
"G.Gano",49,"outdoors","made","stadium"
"G.Gano",31,"outdoors","made","stadium"
"G.Gano",51,"outdoors","made","stadium"
"G.Gano",55,"closed","made","dome"
"G.Gano",42,"closed","made","dome"
"G.Gano",25,"closed","made","dome"
"G.Gano",52,"outdoors","made","stadium"
"G.Gano",26,"outdoors","made","stadium"
"G.Gano",39,"outdoors","made","stadium"
"G.Gano",23,"outdoors","made","stadium"
"G.Gano",23,"outdoors","made","stadium"
"G.Gano",38,"outdoors","missed","stadium"
"G.Gano",33,"outdoors","made","stadium"
"G.Gano",41,"outdoors","made","stadium"
"G.Gano",45,"outdoors","made","stadium"
